 4.00  2800.  0.0  2.0   0.3408   0.5805   0.0773   0.1488 PD TESS
 4.50  2800.  0.0  2.0   0.3593   0.5555   0.0573   0.1335 PD TESS
 5.00  2800.  0.0  2.0   0.4040   0.5055   0.0425   0.1127 PD TESS
 5.50  2800.  0.0  2.0   0.4795   0.4256   0.0320   0.0886 PD TESS
 2.50  2900.  0.0  2.0   0.5255   0.4750   0.1821   0.1417 PD TESS
 3.00  2900.  0.0  2.0   0.4642   0.5069   0.1382   0.1368 PD TESS
 3.50  2900.  0.0  2.0   0.3619   0.5751   0.1071   0.1603 PD TESS
 4.00  2900.  0.0  2.0   0.3071   0.5924   0.0830   0.1699 PD TESS
 4.50  2900.  0.0  2.0   0.2908   0.5831   0.0626   0.1731 PD TESS
 5.00  2900.  0.0  2.0   0.3209   0.5542   0.0462   0.1537 PD TESS
 5.50  2900.  0.0  2.0   0.3956   0.4816   0.0344   0.1172 PD TESS
 2.50  3000.  0.0  2.0   0.4827   0.5158   0.1928   0.1944 PD TESS
 3.00  3000.  0.0  2.0   0.4278   0.5194   0.1520   0.1642 PD TESS
 3.50  3000.  0.0  2.0   0.3579   0.5531   0.1138   0.1610 PD TESS
 4.00  3000.  0.0  2.0   0.2870   0.5739   0.0833   0.1783 PD TESS
 4.50  3000.  0.0  2.0   0.2663   0.5794   0.0631   0.1861 PD TESS
 5.00  3000.  0.0  2.0   0.2603   0.5714   0.0467   0.1876 PD TESS
 5.50  3000.  0.0  2.0   0.3134   0.5295   0.0353   0.1539 PD TESS
